2021-08-26 22:37:10.966557;Dono mesmo;Ligar o bot;ligou o bot
2021-08-26 22:37:25.693451;kellymol#9631;//gaal 3;Enviado o print da Q3 para a pessoa
2021-08-26 22:37:25.943960;Andrew3303#1382;//gaal 2 1 -1 -2 1 6 2 2 4 -5 1 3 -4 12 0 -3 9;Enviado o print da Q2 para a pessoa
2021-08-26 22:37:30.025947;hutner700#5080;//pix;Enviou o numero do pix!
2021-08-26 22:37:32.308350;Jessica Rodrigues#3727;//gaal 3;Enviado o print da Q3 para a pessoa
2021-08-26 22:37:52.961122;Anônimo#9996;//gaal 1 2 1 2 -1 -1 3 6 2 14 0 2 3 9 5 5;[[0, 2, 3]]
2021-08-26 22:37:54.142956;Anônimo#9996;//gaal 1 2 1 2 -1 -1 3 6 2 14 0 2 3 9 5 5;Enviado o print da Q4 para a pessoa
2021-08-26 22:37:57.062037;PAN1#4953;//gaal 2;Enviado o print da Q2 para a pessoa
2021-08-26 22:38:02.780638;Leticiag#3763;//gaal 1 0 0 2 0 -2 6 3 1 0 0 1 -1 0 2 4;[[3, 1, 0]]
2021-08-26 22:38:07.142491;simoesrochaa#4637;//gaal 1;Mandou o exemplo
2021-08-26 22:38:09.276892;Leticiag#3763;//gaal 1 0 0 2 0 -2 6 3 1 0 0 1 -1 0 2 4;Enviado o print da Q4 para a pessoa
2021-08-26 22:38:13.546304;simoesrochaa#4637;//gaal 1 0 -2 -2 0 1 -2 1 0 1 0 -5 -14 0 -1 8;[[1, 0, 1]]
2021-08-26 22:38:14.495042;Ana Clara#5489;//gaal 1;Mandou o exemplo
2021-08-26 22:38:15.050864;simoesrochaa#4637;//gaal 1 0 -2 -2 0 1 -2 1 0 1 0 -5 -14 0 -1 8;Enviado o print da Q4 para a pessoa
2021-08-26 22:38:30.559182;lacorte#6767;//gaal 5;Enviado o print da Q5 para a pessoa
2021-08-26 22:38:46.548364;Japonês#8708;//gaal 1 -8 2 2 2 2 1 -2 3 2 6 1 0 1 2 0;[[1, 2, 0]]
2021-08-26 22:38:49.288734;Kristian Melo#5216;//gaal 3;Enviado o print da Q3 para a pessoa
2021-08-26 22:38:52.153077;Japonês#8708;//gaal 1 -8 2 2 2 2 1 -2 3 2 6 1 0 1 2 0;Enviado o print da Q4 para a pessoa
2021-08-26 22:38:53.810202;Brunacarla#5830;//gaal 2;Enviado o print da Q2 para a pessoa
2021-08-26 22:38:54.591120;simoesrochaa#4637;//gaal 2;Enviado o print da Q2 para a pessoa
2021-08-26 22:38:58.722054;matheus p#2908;//gaal 1 12 -6 3 0 6 -3 -1 -2 -1 2 0 0 2 -2 1;[[-1, -2, -1]]
2021-08-26 22:38:58.789491;Leticiag#3763;//gaal 2 0 2 1 0 1 6 1 5 -8 0 -2 0 3 -2 -1 -2;Enviado o print da Q2 para a pessoa
2021-08-26 22:38:59.945252;matheus p#2908;//gaal 1 12 -6 3 0 6 -3 -1 -2 -1 2 0 0 2 -2 1;Enviado o print da Q4 para a pessoa
2021-08-26 22:39:27.071525;Ana Clara#5489;//gaal 1 0 -6 -6 1 0 1 1 -2 -1 2 2 0 5 -4 1;[[2, 2, 0]]
2021-08-26 22:39:28.921311;Ana Clara#5489;//gaal 1 0 -6 -6 1 0 1 1 -2 -1 2 2 0 5 -4 1;Enviado o print da Q4 para a pessoa
2021-08-26 22:39:30.410776;DeNiro#0017;//gaal 1 0 0 1 3 3 2 -3 -3 2 1 1 0 -1 0 1;[[-1, 0, 1]]
2021-08-26 22:39:31.892318;DeNiro#0017;//gaal 1 0 0 1 3 3 2 -3 -3 2 1 1 0 -1 0 1;Enviado o print da Q4 para a pessoa
2021-08-26 22:39:35.101336;NV#5275;//gaal 1 2 -1 1 1 3 -2 3 3 2 3 -5 4 9 6 -3;[[3, 3, 2]]
2021-08-26 22:39:37.885573;NV#5275;//gaal 1 2 -1 1 1 3 -2 3 3 2 3 -5 4 9 6 -3;Enviado o print da Q4 para a pessoa
2021-08-26 22:40:06.033355;PAN1#4953;//gaal 3;Enviado o print da Q3 para a pessoa
2021-08-26 22:40:06.147565;gs#7327;//gaal 5;Enviado o print da Q5 para a pessoa
2021-08-26 22:40:36.494561;Ranieri#7219;//gaal 4;Enviado o print da Q4 para a pessoa
2021-08-26 22:40:55.195379;Fernando Coura#2985;//gaal 3 0 3 2 3 0 -2 9 -9 -3;Enviado o print da Q3 para a pessoa
2021-08-26 22:41:14.774503;Michelle M.#8442;//GAAL 1;Mandou o exemplo
2021-08-26 22:41:18.737770;simoesrochaa#4637;//gaal 3;Enviado o print da Q3 para a pessoa
2021-08-26 22:41:35.436512;kogubola#5223;//gaal 5;Enviado o print da Q5 para a pessoa
